p,n_labeled,k,degree,noise_std,setting,method,fdr_mean,fdr_std,tpr_mean,tpr_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std,n_selected_mean,n_true_positives_mean,n_false_positives_mean,n_false_negatives_mean,r_squared_mean,elapsed_mean,peak_memory_mean,n_completed
5,100,2,2,0.5,semi_supervised,poly_knockoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.9719385214409174,0.23118453866663913,0.3294095993041992,3
5,100,2,2,0.5,semi_supervised,sparse_poly_stlsq,0.27777777777777773,0.20786985482077452,0.6666666666666666,0.23570226039551584,0.7222222222222222,0.20786985482077452,0.6666666666666666,0.23570226039551584,0.6555555555555556,0.12272623352430292,0.7222222222222222,0.10393492741038726,5.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,-543.9163498734184,0.0003729360000003605,0.00634765625,3
5,100,3,2,0.5,supervised,ic_knock_poly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,11.840457633666668,0.3432229359944661,3
5,100,3,2,0.5,supervised,poly_lasso,0.41111111111111115,0.06849348892187752,1.0,0.0,0.5888888888888889,0.0684934889218775,1.0,0.0,0.7388888888888888,0.05499719409228705,0.6666666666666666,0.1360827634879543,8.666666666666666,2.3333333333333335,1.6666666666666667,0.0,-323.2591593498231,0.046426128666648005,0.006243387858072917,3
5,100,3,2,0.5,supervised,poly_omp,0.5333333333333333,0.09428090415820632,1.0,0.0,0.4666666666666666,0.09428090415820632,1.0,0.0,0.6309523809523809,0.08417937871268413,0.5,0.0,20.0,2.3333333333333335,2.6666666666666665,0.0,-345.35678516177313,0.0006620763333557989,0.006380716959635417,3
5,100,3,2,0.5,supervised,poly_clime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.9967195653117615,0.3854944173333479,0.33266480763753253,3
5,100,3,2,0.5,supervised,poly_knockoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.9971986871069092,0.2232994463333474,0.32911841074625653,3
5,100,3,2,0.5,supervised,sparse_poly_stlsq,0.0,0.0,0.611111111111111,0.28327886186626583,1.0,0.0,0.611111111111111,0.28327886186626583,0.7222222222222222,0.20786985482077452,0.8055555555555555,0.14163943093313291,2.3333333333333335,1.3333333333333333,0.0,1.0,-363.6705777959957,0.0003698206666626902,0.006395975748697917,3
5,100,3,2,0.5,semi_supervised,ic_knock_poly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,5.251363294666684,0.36176617940266925,3
5,100,3,2,0.5,semi_supervised,poly_lasso,0.5,0.08164965809277258,1.0,0.0,0.5,0.08164965809277258,1.0,0.0,0.6626984126984127,0.07295546155099292,0.5555555555555555,0.0785674201318386,9.333333333333334,2.3333333333333335,2.3333333333333335,0.0,-429.991083200679,0.05193546066666007,0.00626373291015625,3
5,100,3,2,0.5,semi_supervised,poly_omp,0.5333333333333333,0.09428090415820632,1.0,0.0,0.4666666666666666,0.09428090415820632,1.0,0.0,0.6309523809523809,0.08417937871268413,0.5,0.0,20.0,2.3333333333333335,2.6666666666666665,0.0,-513.7895019283097,0.0006616419999924498,0.00620269775390625,3
5,100,3,2,0.5,semi_supervised,poly_clime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.9973797165428712,0.31461452066666123,0.3326536814371745,3
5,100,3,2,0.5,semi_supervised,poly_knockoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.3333333333333335,0.9972633719929606,0.2268846713333422,0.3290713628133138,3
5,100,3,2,0.5,semi_supervised,sparse_poly_stlsq,0.0,0.0,0.7777777777777777,0.3142696805273545,1.0,0.0,0.7777777777777777,0.3142696805273545,0.8333333333333334,0.23570226039551584,0.8888888888888888,0.15713484026367724,2.0,1.6666666666666667,0.0,0.6666666666666666,-499.86401671831027,0.00037061466664075243,0.00629425048828125,3
